text,diggCount,replyCommentTotal,createTimeISO,uniqueId,videoWebUrl,uid,cid,avatarThumbnail
"setiap dana yg digelontorkan Pemerintah akan memutar roda ekonomi, terlebih yg menyasar kalangan kecil & menengah",12,0,2025-10-21T23:31:57.000Z,prams52,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7273997985716519941,7563821794462204680,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/4d38d6a0dc197f0ba35629dd3f4e5381~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a054f364&x-expires=1782226800&x-signature=yyT0pkJwQ%2BzWc%2B2TExg3PnED5bI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
Tlg pak prabowo spy oknum yg bikin prog Bpk kacau ditindak lanjuti,24,0,2025-10-22T10:12:55.000Z,mama._lely,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7240431248115647493,7563986160655532818,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9d0cb2463760448a93b6c160823dd7b9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f6c22dd7&x-expires=1782226800&x-signature=S9uXksIvj3GbCQ9kD%2BFW9EovhzE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
Ekonomi Rakyat Berjalan lancar adanya Program MBG .Sehat selalu pak presiden Aamiin Yarobal Alamiin,17,0,2025-10-21T22:17:19.000Z,sumiarsasep,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6854007769013896193,7563802564463756040,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/bc1d10fad144b5174676e1193c14e55e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a5039b06&x-expires=1782226800&x-signature=yLXdCHmLQnkA8pmDuHI3dPwIpNM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
yg bilang uangnya Kasikan ke orang tua nya aja itu maksudnya mw buat bayar bang emok😂,6,0,2025-10-25T12:08:18.000Z,smartamechanical,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7289996843449549829,7565130006550364936,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7303942425323126790~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9e673dd3&x-expires=1782226800&x-signature=G8Dy8JiG2dCn3%2Bu6aR51oyKSzvw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
Barakallah fiikum Pak Presiden Prabowo dan untuk seluruh rakyat Indonesia,20,0,2025-10-22T00:07:00.000Z,way.to.jannah44,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7506723640768250900,7563830838506046215,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/70aaa0f2469a7cfa8850b712719a245c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bccc1aca&x-expires=1782226800&x-signature=bLZJnY5MO4iW3NWur0PsOhEDkuM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
Alhamdulillah makasih pak presiden Prabowo yang cerdas dan rendah hati dengan adanya Mbg masyarakat sangat terbantu dengan jajan anak 2 dan juga termasuk menciptakan lapangan kerja dan mengentaskan kemiskinan semoga Pak Prabowo selalu dlm lindungan Allah SWT 🤲🤲🤲🙏🇵🇸,7,0,2025-10-23T02:36:24.000Z,misnawati2577,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6789202172111684610,7564240437260469000,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7246331064188567557~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8ec58fb3&x-expires=1782226800&x-signature=TLL7ySEoxTcuxZ%2BLNiCmE51z%2B8w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
"Rockefeler gais, sekali lagi rockefeler 😭",5,0,2025-10-23T01:28:34.000Z,azmiazhr_,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6923234817669481478,7564222923713970964,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a3256b36b5b093a5466d90070ac6ecda~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8a404c00&x-expires=1782226800&x-signature=znADCmXWeS9lGv7iGPP8%2FKQKROg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
ini kabar bagus. kabar buruknya dari rockefeller institute,1008,11,2025-10-23T00:49:12.000Z,yhani_sandi,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7205793998827717633,7564212790073606932,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/abd2b58dd52f093414ceeb5b7bc8f2be~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ce736ff8&x-expires=1782226800&x-signature=dTS5vlz7ZRSuoq6AK7RiDnuCrAE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
Rockefeller? Depopulasi jutaan manusia Indonesia didepan mata sepertinya. wajar mereka bela2in datang. MBG itu sasaran empuk untuk misi mereka apalagi indonesia masuk populasi terbesar di dunia.,5,2,2025-10-23T18:33:41.000Z,hulyagadget,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6767554793306326018,7564487163815969544,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/dd2ee7506ceace4e0a45f0dc5cac307f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=71b6a9d3&x-expires=1782226800&x-signature=MfBr8wkl6OoNzWgPHinWqYLmNUs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
pak Mohon Pantau di bwah baha2n pastikan diambil dr lokasi setempat /tdak ada monopoli,12,0,2025-10-21T15:36:28.000Z,abdul_farm01,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7083890132613760027,7563699325059957522,https://p19-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/cc49f5692653557e32f5a78539154eba~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=eee833a3&x-expires=1782226800&x-signature=9S0hDfKQB%2FyldtzBliPAOXw%2BBFM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
betul sekali Pak🥰,19,0,2025-10-21T13:28:40.000Z,thetori76,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6964758372735435781,7563666379112923912,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c6a5f469500623b585daa39445055699~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=da747829&x-expires=1782226800&x-signature=hisVX9KjyLIZAuKvqZAcbOM2lQk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
"MBG ini bagian dr program dunia, akan ada maksud dan tujuannya, sutradaranya amrik nih kyknya",167,14,2025-10-23T06:57:28.000Z,jantuk275,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7491661209297896464,7564307733522252551,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b4ff2fffb007181a415619f2cf610460~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ac8491f4&x-expires=1782226800&x-signature=0PuseedDwgVkhGN6EFaRjBp0Pq0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
untung drmn saya masih bingung,15,17,2025-10-23T06:18:38.000Z,andrian.wicaksana,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7270074011601863686,7564297734048482069,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/db1579e18010bcf9e92486a2a27b062e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2a62f746&x-expires=1782226800&x-signature=eOEgp38Ib10SjzPZno4OozFOQuU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
dikota kota gak perlu mbg....salah sasaran.harusnya d pelosok daerah.,20,12,2025-10-21T14:38:10.000Z,z_zaaiiii_,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6637746973561044994,7563684279219471125,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/cce1cc9f75df75a7a8d897b59dee5658~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1f30b657&x-expires=1782226800&x-signature=4m7%2FvAxadMr54hdHOdb6fkKzZsk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
"jadi kwatir juga,ini program dunia rupanya",256,4,2025-10-21T13:46:37.000Z,menaraa212737734,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6974624254537171970,7563671013822251783,https://p19-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/7143216314130432026~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ec9a6739&x-expires=1782226800&x-signature=SapBFZ6Dyh9MKD3mI53bnKabED8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
"tentang MBG , sudah di bahas Dharma pongrekun , detail sedetail nya.. ternyata bener apa yg di katakan beliau , setelah sy nonton video ini 😱💀☠",83,11,2025-10-23T11:39:30.000Z,crd_117,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7254804918992684038,7564380415705842440,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/4044fe6c5ae965586e785f70a43ce6ab~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a0589a6d&x-expires=1782226800&x-signature=ooYVRbcUF1Ja9HX6SsB6oUO4iSE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
lama lama mereka akan pegang ekonomi Indonesia seperti mana yg telah terjadi kpd Amerika...President USA tidak ada yg berani bersuara sehingga sekarang,5,0,2025-10-23T14:45:07.000Z,zawawi070,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7289809897531900933,7564428254052975361,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/361edbbd1239ef463fddb9f7a73a3962~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3b6e21c1&x-expires=1782226800&x-signature=pg1huFrfEtT7AVuG78TQYD9KMMA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
yg paling penting Pak Presiden lapangan pekerjaan...gara gara MBG pembangunan terhambat,9,5,2025-10-22T23:00:14.000Z,ispandi.miji,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7401074071343039494,7564184709631968018,https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ab08ad5f&x-expires=1782226800&x-signature=%2BpQCRQ96OJt229x%2FQ6SqzJtSKNM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
"kalian tau ketika program ini berjalan UMKM yang bersangkutan,tidak mungkin bahan pokok untuk mbg import dari luar kan??",581,4,2025-10-21T16:34:20.000Z,dandindun370,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6992431261781525531,7563714219913691905,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9f2d0995246d1696604366adf222b8d4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5840acdd&x-expires=1782226800&x-signature=1c91rqgNKt4wzFa81koJvyWJE8g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
tp rockefeller juga g baik u kita klu kita meniru dia,5,0,2025-10-21T15:02:59.000Z,karawaok,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7349445856188040198,7563690688921125639,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/44ed2004b998f92d114f557062b86369~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=65c9f87c&x-expires=1782226800&x-signature=8OsrnLWCY2FN1Z7PqobRMD%2BVXaU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
🤣😂😝😜 alarm bahaya..rocfeller group loh..🤣😂🤣🤣,5,3,2025-10-22T05:33:08.000Z,ganodinindra,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7526106932571702280,7563912923983856391,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3d3322ba61331c09cf0958fd63b56838~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6d7c31ee&x-expires=1782226800&x-signature=n2yfdimYl7kY%2Be%2BbrsAG445ZRtw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
"maaf pak jangan terlalu percaya ke asing barangkali mereka lagi membuai, lebih baik kita sendiri yg kroscek dan evaluasi",11,2,2025-10-23T11:42:34.000Z,abangagus18,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6754562196455523329,7564381209707971335,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/668f23b2e7306c222faee2379beeff4a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=59e0c95d&x-expires=1782226800&x-signature=RoDMEdscE3GgJQp6WKyyUI5pzbw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
uihhh kerennn,8,0,2025-10-21T12:34:01.000Z,rsoneone,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7048970085113398273,7563652294967116562,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7251231841036697606~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c611953e&x-expires=1782226800&x-signature=Yf%2FWyY9nG%2Bt%2FRHFv8DXETE9HqEE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
mantap bpk👍👍👍👍,5,0,2025-10-21T14:08:02.000Z,user2834465608557,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7066252037697029147,7563676521186657040,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/26d7d130d9c49e02320aaad732a72742~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e54df759&x-expires=1782226800&x-signature=CP%2BMjOP64lBB3zvcAyhQSr7IwdU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
Masa,0,0,2026-06-12T05:14:32.000Z,rollando_situmeang,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6861864703922406402,7650372969222587137,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e9f4e04f200c7e243176d99ea4616d44~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ef6a2e00&x-expires=1782226800&x-signature=leSmTrv9xjK6yl6VKlfPFBM%2B2io%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
"Program ini sangat luar biasa ,banyak pengartian dalam berbagai aspek yg saya tangkap🔥🔥🔥",0,0,2025-10-24T08:48:08.000Z,bigbos_shop99,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7075300592322774018,7564707342353433364,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4c494f5790277d389da667dc7d90de36~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=88435262&x-expires=1782226800&x-signature=D3PAjbNo33niUL1GACNNBM0zSmw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
"pak, saya harap lebih bijaksana lagi, karena group Rockefeller itu adalah pengendali dunia, dan ada maksud terselubung di dalamnya, mereka adalah Antikristus.
semoga bapak selalu disertai yesus Kristus .. 🙂",42,5,2025-10-22T11:00:57.000Z,aris.yosua,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7323829073439163393,7563999394664923922,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/26be4d4563cbd957acdae00986fe72b6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d7f9062e&x-expires=1782226800&x-signature=S046pEy7Zpujt734SGem%2FdhCHsA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
"wah anj,lo udah pd tau kan ttg rockefeller ? 🤣",271,6,2025-10-23T06:52:31.000Z,liatajadulucoy,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6803973862389203970,7564306470288802580,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cf2013aa287927e04523da7cd5fcff4c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8e6ac012&x-expires=1782226800&x-signature=xaSKRo0r5SNvE67EanFTf4T7wJg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
"wajar bnyak anak yg keracunan karna MBG , ternyata rockefeller udah tau maksud dari MBG ini buat anak² Indonesia",20,0,2025-10-23T05:49:09.000Z,rizalnovari20,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6695224481406977025,7564290108251341589,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a3036f1cc88e2c60333360553fd9d126~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1fbcfacd&x-expires=1782226800&x-signature=evwx6sj96hRDozdxb9%2Fegg790R4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
Rockefeller dipercaya.... mereka kan mafia ekonomi dan agen intelijen 😅😅,8,0,2025-10-23T00:59:47.000Z,juventusverse,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7039981647412151297,7564215558099976978,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/6322829f8c91e82505af20b1090d97b7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d7a9f845&x-expires=1782226800&x-signature=YxdxBCb6AAEHJ5WwCtOTEO%2Fzrtw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
hati2 pak kunjungan keluarga itu,6,0,2025-10-21T13:58:59.000Z,panjihitam4519,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6684051817410233345,7563674202727203591,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/05a56cc34709eb0866a0991126574ca0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=103c83b7&x-expires=1782226800&x-signature=q1P7qxfjlIFlIjOEYCAlNw5ZrNQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
YTTA Rockefeller 🗿,7,0,2025-10-23T12:54:07.000Z,dwi.selman,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7042417522100749314,7564399653946114837,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/6d93dfa51b26bbec42de980686ffffbd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a3d6a105&x-expires=1782226800&x-signature=r6v21Qg6ZzD0%2Bbmh5Yb9e%2BC6cP4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
"kok bangga ya bangganya dari mana saya kok bingung, Rockefeller Institute kok ikut ikut pie iki. ni permainan atau program siapa?",34,5,2025-10-22T17:58:01.000Z,array_blitar,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6980316594565448705,7564106870705816341,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2267fc07aeca35f44ab47b2e1a0a73e1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4ace649c&x-expires=1782226800&x-signature=A1vN%2BnSsalaDOPOAVrjvZZrz7wI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
"Menurut kami orang tua siswa MBG tetap dukung tapi lebih baik uangnya langsung di kasihkan ke orang tua siswa, distribusi lewat sekolah masing2 dengan pengawasan ketat.
untuk menghindari keracunan makanan, korupsi, dan anak pasti suka makanan ibunya.",58,20,2025-10-22T11:56:53.000Z,oyikjadulentertai,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6951535089361142790,7564013818952647442,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7350183781675040773~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=814b7215&x-expires=1782226800&x-signature=jlsSRpgOM0CwRCBbKUchwjo%2FngY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
program yg kacau,116,20,2025-10-21T12:56:00.000Z,user2922307104232,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6911199163460994050,7563657968169845511,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7320024723281149953~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=31a59645&x-expires=1782226800&x-signature=OL43TeKFCgJqkODN6YabPyHLyLQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
